crime_id,crime_type,date,time,day_of_week,month,hour,latitude,longitude,area,severity,suspect_age_group,suspect_gender,suspect_prior_record,weapon_used,arrest_made,risk_level
CR-08760,Burglary,2021-11-27,17:48,Saturday,11,17,12.957765,80.142163,Chromepet,Medium,36-45,Male,No,None,No,Low Risk
CR-08761,Kidnapping,2024-04-26,18:52,Friday,4,18,12.95218,80.145127,Chromepet,High,26-35,Male,Yes,Knife,No,High Risk
CR-08762,Vandalism,2022-08-24,01:59,Wednesday,8,1,13.029743,80.162601,Porur,Low,36-45,Female,Yes,Blunt Object,No,Medium Risk
CR-08763,Assault,2021-02-11,18:26,Thursday,2,18,13.047945,80.231499,T. Nagar,High,26-35,Male,Yes,None,Yes,High Risk
CR-08764,Theft,2021-10-28,20:54,Thursday,10,20,13.087527,80.200354,Anna Nagar,Low,26-35,Male,No,Blunt Object,No,Medium Risk
CR-08765,Robbery,2024-01-19,01:04,Friday,1,1,12.90496,80.23172,Sholinganallur,High,26-35,Male,No,None,Yes,Medium Risk
CR-08766,Assault,2022-12-02,07:36,Friday,12,7,13.030617,80.157785,Porur,High,18-25,Male,Yes,Blunt Object,No,High Risk
CR-08767,Drug Offense,2021-08-17,20:28,Tuesday,8,20,12.94199,80.145532,Chromepet,Medium,18-25,Male,Yes,None,Yes,Medium Risk
CR-08768,Robbery,2024-04-11,11:21,Thursday,4,11,13.058104,80.26665,Egmore,High,26-35,Female,Yes,Knife,Yes,High Risk
CR-08769,Drug Offense,2021-04-17,12:21,Saturday,4,12,13.034197,80.155002,Porur,Medium,18-25,Male,No,None,No,Low Risk
CR-08770,Burglary,2023-06-01,22:01,Thursday,6,22,12.962273,80.147966,Chromepet,Medium,18-25,Male,No,None,No,Medium Risk
CR-08771,Assault,2022-09-23,09:15,Friday,9,9,12.977234,80.222673,Velachery,High,26-35,Male,Yes,Knife,No,Medium Risk
CR-08772,Theft,2022-11-13,19:00,Sunday,11,19,13.020026,80.229636,T. Nagar,Low,18-25,Male,No,None,Yes,Low Risk
CR-08773,Theft,2023-07-04,11:44,Tuesday,7,11,12.91763,80.097172,Tambaram,Low,18-25,Male,No,None,No,Low Risk
CR-08774,Burglary,2022-02-04,09:45,Friday,2,9,13.078737,80.246951,Egmore,Medium,18-25,Male,Yes,None,Yes,Medium Risk
CR-08775,Theft,2022-08-27,20:50,Saturday,8,20,13.038162,80.240662,T. Nagar,Low,36-45,Female,No,None,No,Low Risk
CR-08776,Theft,2022-06-09,11:56,Thursday,6,11,13.083712,80.256008,Egmore,Low,26-35,Female,No,None,No,Low Risk
CR-08777,Robbery,2024-06-21,13:53,Friday,6,13,12.928291,80.096446,Tambaram,High,18-25,Male,Yes,Knife,Yes,High Risk
CR-08778,Theft,2021-04-08,18:04,Thursday,4,18,13.005532,80.25521,Adyar,Low,18-25,Female,No,None,No,Low Risk
CR-08779,Assault,2023-12-01,10:15,Friday,12,10,13.000424,80.22693,Guindy,High,18-25,Male,Yes,Blunt Object,No,High Risk
CR-08780,Theft,2021-04-13,17:01,Tuesday,4,17,12.992569,80.261029,Adyar,Low,36-45,Female,No,None,No,Low Risk
CR-08781,Theft,2024-03-22,07:20,Friday,3,7,13.091326,80.209643,Anna Nagar,Low,36-45,Male,Yes,None,No,Low Risk
CR-08782,Theft,2022-10-27,02:04,Thursday,10,2,12.999639,80.26,Adyar,Low,36-45,Male,Yes,None,No,Medium Risk
CR-08783,Theft,2024-07-22,17:24,Monday,7,17,12.982077,80.205657,Velachery,Low,18-25,Male,No,None,Yes,Low Risk
CR-08784,Theft,2021-06-02,13:32,Wednesday,6,13,13.00748,80.21801,Guindy,Low,36-45,Male,Yes,Knife,No,Medium Risk
CR-08785,Theft,2021-11-09,16:06,Tuesday,11,16,13.084181,80.262387,Egmore,Low,46+,Male,Yes,Knife,Yes,Medium Risk
CR-08786,Fraud,2021-06-05,22:56,Saturday,6,22,13.029922,80.232201,T. Nagar,Medium,18-25,Male,Yes,None,Yes,Medium Risk
CR-08787,Fraud,2024-05-19,09:41,Sunday,5,9,13.084516,80.194546,Anna Nagar,Medium,26-35,Male,No,None,No,Low Risk
CR-08788,Robbery,2023-08-22,19:10,Tuesday,8,19,13.047958,80.266492,Mylapore,High,46+,Male,No,Firearm,No,Medium Risk
CR-08789,Drug Offense,2021-05-10,10:18,Monday,5,10,12.997017,80.266884,Adyar,Medium,36-45,Male,No,None,No,Low Risk
CR-08790,Assault,2024-10-03,23:22,Thursday,10,23,12.926162,80.096741,Tambaram,High,36-45,Male,No,None,Yes,Medium Risk
CR-08791,Burglary,2024-03-19,22:16,Tuesday,3,22,13.05621,80.235285,T. Nagar,Medium,18-25,Male,Yes,Knife,No,High Risk
CR-08792,Burglary,2024-09-24,18:16,Tuesday,9,18,12.913874,80.23268,Sholinganallur,Medium,36-45,Male,No,None,No,Low Risk
CR-08793,Kidnapping,2021-07-07,16:06,Wednesday,7,16,12.98484,80.210946,Velachery,High,18-25,Male,No,Knife,No,Medium Risk
CR-08794,Burglary,2024-03-04,17:53,Monday,3,17,12.950355,80.150796,Chromepet,Medium,18-25,Male,No,Knife,No,Medium Risk
CR-08795,Homicide,2021-12-23,18:32,Thursday,12,18,12.981515,80.216376,Velachery,High,26-35,Male,Yes,Firearm,No,High Risk
CR-08796,Theft,2021-08-18,08:16,Wednesday,8,8,12.994478,80.220827,Guindy,Low,36-45,Male,Yes,None,No,Low Risk
CR-08797,Theft,2023-03-27,01:39,Monday,3,1,13.035693,80.272251,Mylapore,Low,26-35,Male,No,None,No,Low Risk
CR-08798,Burglary,2024-11-12,17:13,Tuesday,11,17,13.071072,80.262085,Egmore,Medium,46+,Male,No,None,No,Low Risk
CR-08799,Robbery,2021-12-29,01:45,Wednesday,12,1,13.000428,80.246939,Adyar,High,26-35,Male,Yes,Firearm,No,High Risk
CR-08800,Assault,2024-04-06,18:01,Saturday,4,18,12.946198,80.155227,Chromepet,High,46+,Male,Yes,Firearm,Yes,High Risk
CR-08801,Assault,2023-06-27,12:22,Tuesday,6,12,13.004688,80.251718,Adyar,High,26-35,Female,No,None,No,Medium Risk
CR-08802,Assault,2021-11-27,11:18,Saturday,11,11,12.991674,80.224346,Velachery,High,46+,Male,No,None,Yes,Medium Risk
CR-08803,Assault,2024-09-21,07:56,Saturday,9,7,13.054534,80.158589,Porur,High,46+,Male,Yes,None,Yes,Medium Risk
CR-08804,Theft,2021-11-19,09:16,Friday,11,9,12.926185,80.093924,Tambaram,Low,18-25,Male,Yes,None,Yes,Low Risk
CR-08805,Drug Offense,2021-07-29,21:17,Thursday,7,21,13.044742,80.234546,T. Nagar,Medium,18-25,Male,Yes,None,No,Medium Risk
CR-08806,Assault,2022-01-28,11:16,Friday,1,11,12.982462,80.220281,Velachery,High,26-35,Male,Yes,Knife,Yes,High Risk
CR-08807,Theft,2021-10-19,20:16,Tuesday,10,20,12.93036,80.105834,Tambaram,Low,26-35,Male,Yes,None,No,Medium Risk
CR-08808,Theft,2022-12-03,11:37,Saturday,12,11,12.94244,80.140414,Chromepet,Low,26-35,Male,No,None,Yes,Low Risk
CR-08809,Robbery,2022-09-03,19:29,Saturday,9,19,12.996022,80.263414,Adyar,High,46+,Female,No,None,Yes,Medium Risk
CR-08810,Assault,2024-07-04,14:09,Thursday,7,14,13.075513,80.21352,Anna Nagar,High,36-45,Male,No,Knife,No,High Risk
CR-08811,Assault,2021-03-27,21:14,Saturday,3,21,13.09209,80.218741,Anna Nagar,High,18-25,Male,No,Blunt Object,No,High Risk
CR-08812,Drug Offense,2024-03-12,13:03,Tuesday,3,13,12.944256,80.143506,Chromepet,Medium,18-25,Male,Yes,None,No,Medium Risk
CR-08813,Burglary,2024-01-30,20:36,Tuesday,1,20,13.051033,80.272151,Mylapore,Medium,18-25,Female,No,None,Yes,Low Risk
CR-08814,Theft,2023-06-04,20:23,Sunday,6,20,13.012609,80.213913,Guindy,Low,36-45,Female,Yes,None,No,Low Risk
CR-08815,Vandalism,2021-11-07,16:38,Sunday,11,16,12.986096,80.219485,Velachery,Low,46+,Male,No,Blunt Object,No,Low Risk
CR-08816,Assault,2021-06-14,03:37,Monday,6,3,13.068331,80.249293,Egmore,High,18-25,Male,Yes,None,Yes,High Risk
CR-08817,Vandalism,2021-11-01,18:09,Monday,11,18,13.011808,80.238859,Guindy,Low,36-45,Male,No,None,No,Low Risk
CR-08818,Burglary,2022-10-10,22:19,Monday,10,22,12.62045,80.20176,Mamallapuram,Medium,36-45,Male,Yes,None,No,Medium Risk
CR-08819,Burglary,2024-03-15,11:44,Friday,3,11,13.037278,80.273395,Mylapore,Medium,26-35,Male,Yes,None,Yes,Medium Risk
CR-08820,Fraud,2021-10-13,14:57,Wednesday,10,14,13.018087,80.215616,Guindy,Medium,18-25,Male,No,None,No,Low Risk
CR-08821,Theft,2024-12-15,15:57,Sunday,12,15,12.634544,80.188046,Mamallapuram,Low,26-35,Male,No,None,No,Low Risk
CR-08822,Theft,2023-10-30,12:41,Monday,10,12,13.034286,80.274644,Mylapore,Low,26-35,Male,Yes,None,No,Low Risk
CR-08823,Robbery,2023-11-02,20:54,Thursday,11,20,13.070487,80.208538,Anna Nagar,High,18-25,Male,No,None,No,Medium Risk
CR-08824,Assault,2021-11-12,22:46,Friday,11,22,12.888955,80.216688,Sholinganallur,High,36-45,Male,No,Knife,Yes,High Risk
CR-08825,Robbery,2022-07-16,13:58,Saturday,7,13,12.901854,80.216038,Sholinganallur,High,18-25,Female,No,Blunt Object,Yes,Medium Risk
CR-08826,Drug Offense,2022-04-17,08:31,Sunday,4,8,12.920662,80.08178,Tambaram,Medium,36-45,Male,No,Firearm,No,Medium Risk
CR-08827,Theft,2021-10-11,21:38,Monday,10,21,13.040661,80.162478,Porur,Low,18-25,Male,No,Firearm,No,Low Risk
CR-08828,Robbery,2022-09-07,06:26,Wednesday,9,6,13.041672,80.233665,T. Nagar,High,26-35,Male,Yes,None,Yes,High Risk
CR-08829,Drug Offense,2024-09-21,12:34,Saturday,9,12,13.04933,80.218815,T. Nagar,Medium,18-25,Male,No,Knife,Yes,Medium Risk
CR-08830,Assault,2024-01-30,08:48,Tuesday,1,8,13.03358,80.226818,T. Nagar,High,46+,Female,No,Knife,Yes,Medium Risk
CR-08831,Assault,2021-08-30,20:23,Monday,8,20,12.989407,80.206478,Velachery,High,36-45,Male,No,Knife,No,High Risk
CR-08832,Drug Offense,2021-10-06,18:45,Wednesday,10,18,13.00892,80.213891,Guindy,Medium,18-25,Male,No,None,No,Low Risk
CR-08833,Theft,2021-09-10,04:22,Friday,9,4,13.004259,80.223688,Guindy,Low,46+,Male,Yes,Knife,No,Medium Risk
CR-08834,Homicide,2021-06-09,17:30,Wednesday,6,17,12.94159,80.162685,Chromepet,High,36-45,Male,Yes,Firearm,No,High Risk
CR-08835,Homicide,2021-09-04,08:41,Saturday,9,8,12.911828,80.224637,Sholinganallur,High,18-25,Male,No,Blunt Object,Yes,High Risk
CR-08836,Drug Offense,2022-05-06,00:22,Friday,5,0,12.957139,80.156644,Chromepet,Medium,18-25,Male,No,None,Yes,Medium Risk
CR-08837,Theft,2023-09-17,14:57,Sunday,9,14,13.04692,80.21902,T. Nagar,Low,26-35,Male,No,None,No,Low Risk
CR-08838,Theft,2022-03-18,22:51,Friday,3,22,13.087931,80.212383,Anna Nagar,Low,26-35,Male,Yes,None,No,Medium Risk
CR-08839,Vandalism,2023-03-29,15:39,Wednesday,3,15,12.955535,80.15028,Chromepet,Low,46+,Male,Yes,Blunt Object,Yes,Medium Risk
CR-08840,Drug Offense,2024-10-13,18:16,Sunday,10,18,12.933125,80.08267,Tambaram,Medium,36-45,Male,No,None,Yes,Low Risk
CR-08841,Vandalism,2023-03-02,16:37,Thursday,3,16,12.995324,80.211028,Velachery,Low,18-25,Female,Yes,Firearm,No,Medium Risk
CR-08842,Burglary,2024-04-22,22:36,Monday,4,22,13.009924,80.242503,Adyar,Medium,18-25,Female,Yes,None,Yes,Medium Risk
CR-08843,Fraud,2021-12-30,10:33,Thursday,12,10,13.017987,80.26154,Adyar,Medium,26-35,Female,Yes,None,Yes,Medium Risk
CR-08844,Fraud,2021-04-16,11:42,Friday,4,11,13.033631,80.229709,T. Nagar,Medium,26-35,Female,No,None,Yes,Low Risk
CR-08845,Theft,2022-08-18,12:55,Thursday,8,12,12.96118,80.137118,Chromepet,Low,18-25,Male,No,None,No,Low Risk
CR-08846,Drug Offense,2021-04-14,22:20,Wednesday,4,22,13.031629,80.226607,T. Nagar,Medium,36-45,Female,Yes,Firearm,Yes,Medium Risk
CR-08847,Drug Offense,2023-01-31,12:32,Tuesday,1,12,12.893747,80.222782,Sholinganallur,Medium,26-35,Male,No,None,Yes,Low Risk
CR-08848,Fraud,2023-09-24,06:53,Sunday,9,6,13.030406,80.165124,Porur,Medium,18-25,Female,No,None,Yes,Low Risk
CR-08849,Burglary,2022-03-13,09:27,Sunday,3,9,12.990994,80.226036,Guindy,Medium,26-35,Male,No,Blunt Object,Yes,Medium Risk
CR-08850,Homicide,2022-09-20,19:30,Tuesday,9,19,12.994295,80.212834,Guindy,High,26-35,Male,Yes,Knife,No,High Risk
CR-08851,Fraud,2023-01-10,23:10,Tuesday,1,23,13.086332,80.213598,Anna Nagar,Medium,46+,Male,No,None,No,Medium Risk
CR-08852,Assault,2021-10-31,10:00,Sunday,10,10,13.001628,80.265325,Adyar,High,18-25,Male,Yes,Knife,Yes,High Risk
CR-08853,Assault,2024-07-28,23:51,Sunday,7,23,13.098243,80.204537,Anna Nagar,High,18-25,Male,Yes,Knife,Yes,High Risk
CR-08854,Burglary,2024-07-04,07:12,Thursday,7,7,13.001702,80.226723,Guindy,Medium,26-35,Female,No,Blunt Object,No,Medium Risk
CR-08855,Fraud,2023-03-17,19:44,Friday,3,19,12.999965,80.248957,Adyar,Medium,18-25,Male,No,None,Yes,Low Risk
CR-08856,Kidnapping,2024-12-26,23:27,Thursday,12,23,13.016715,80.217581,Guindy,High,46+,Female,No,Firearm,No,Medium Risk
CR-08857,Theft,2024-06-06,20:55,Thursday,6,20,13.047918,80.243353,T. Nagar,Low,18-25,Male,Yes,Knife,Yes,High Risk
CR-08858,Theft,2022-08-03,00:51,Wednesday,8,0,13.068453,80.192302,Anna Nagar,Low,36-45,Male,No,None,No,Low Risk
CR-08859,Burglary,2023-08-29,19:35,Tuesday,8,19,13.107605,80.202695,Anna Nagar,Medium,18-25,Male,No,None,No,Low Risk
CR-08860,Theft,2024-06-19,09:08,Wednesday,6,9,13.089108,80.20386,Anna Nagar,Low,46+,Female,No,Knife,No,Low Risk
CR-08861,Assault,2024-08-29,18:09,Thursday,8,18,12.996791,80.208928,Velachery,High,46+,Male,Yes,Blunt Object,Yes,High Risk
CR-08862,Robbery,2023-02-18,09:12,Saturday,2,9,13.003749,80.217899,Guindy,High,36-45,Male,No,None,Yes,Medium Risk
CR-08863,Theft,2022-02-20,08:13,Sunday,2,8,13.040613,80.227791,T. Nagar,Low,26-35,Male,No,None,Yes,Low Risk
CR-08864,Cybercrime,2023-10-05,13:54,Thursday,10,13,13.072939,80.217764,Anna Nagar,Medium,26-35,Male,Yes,None,Yes,Medium Risk
CR-08865,Robbery,2023-03-13,10:15,Monday,3,10,12.628877,80.198053,Mamallapuram,High,26-35,Male,No,Knife,Yes,Medium Risk
CR-08866,Theft,2021-07-17,10:48,Saturday,7,10,13.041014,80.272133,Mylapore,Low,18-25,Male,No,None,No,Low Risk
CR-08867,Drug Offense,2022-04-13,21:06,Wednesday,4,21,12.981543,80.261153,Adyar,Medium,46+,Male,No,None,No,Medium Risk
CR-08868,Vandalism,2022-07-17,07:18,Sunday,7,7,13.004372,80.255823,Adyar,Low,18-25,Male,No,None,No,Low Risk
CR-08869,Assault,2021-11-14,17:09,Sunday,11,17,12.98866,80.259093,Adyar,High,18-25,Female,No,None,No,Medium Risk
CR-08870,Vandalism,2023-09-17,09:43,Sunday,9,9,13.001065,80.251873,Adyar,Low,18-25,Male,No,Blunt Object,No,Low Risk
CR-08871,Fraud,2024-07-29,20:49,Monday,7,20,13.009222,80.250716,Adyar,Medium,26-35,Male,Yes,None,No,Medium Risk
CR-08872,Drug Offense,2021-01-26,19:38,Tuesday,1,19,13.076085,80.20614,Anna Nagar,Medium,18-25,Male,Yes,Firearm,No,Medium Risk
CR-08873,Robbery,2024-09-10,08:18,Tuesday,9,8,13.034575,80.271756,Mylapore,High,26-35,Male,No,Blunt Object,Yes,Medium Risk
CR-08874,Theft,2021-02-27,11:21,Saturday,2,11,12.92395,80.098766,Tambaram,Low,18-25,Male,Yes,Knife,No,Medium Risk
CR-08875,Cybercrime,2024-10-07,17:07,Monday,10,17,13.077134,80.255006,Egmore,Medium,46+,Male,Yes,None,Yes,Low Risk
CR-08876,Vandalism,2021-11-10,12:49,Wednesday,11,12,12.999829,80.257583,Adyar,Low,46+,Male,No,None,No,Low Risk
CR-08877,Robbery,2024-05-27,23:53,Monday,5,23,13.09286,80.216012,Anna Nagar,High,18-25,Female,Yes,Blunt Object,Yes,High Risk
CR-08878,Theft,2024-12-22,11:33,Sunday,12,11,12.925505,80.098398,Tambaram,Low,18-25,Female,No,None,No,Low Risk
CR-08879,Assault,2023-07-12,16:03,Wednesday,7,16,13.041784,80.225871,T. Nagar,High,46+,Male,No,None,Yes,Medium Risk
CR-08880,Assault,2021-06-17,21:31,Thursday,6,21,12.943988,80.102206,Tambaram,High,18-25,Male,Yes,Blunt Object,Yes,High Risk
CR-08881,Theft,2024-09-21,15:07,Saturday,9,15,12.921335,80.090695,Tambaram,Low,46+,Male,No,Knife,No,Low Risk
CR-08882,Fraud,2022-11-20,17:33,Sunday,11,17,12.910968,80.111691,Tambaram,Medium,26-35,Female,Yes,None,Yes,Medium Risk
CR-08883,Drug Offense,2021-11-27,15:32,Saturday,11,15,12.982068,80.212578,Velachery,Medium,26-35,Male,No,Firearm,Yes,Medium Risk
CR-08884,Robbery,2023-02-04,17:09,Saturday,2,17,12.94973,80.149855,Chromepet,High,26-35,Male,Yes,Firearm,No,High Risk
CR-08885,Fraud,2024-05-30,10:45,Thursday,5,10,13.016711,80.252133,Adyar,Medium,18-25,Male,Yes,None,No,Medium Risk
CR-08886,Kidnapping,2022-07-15,22:17,Friday,7,22,12.918556,80.094683,Tambaram,High,26-35,Male,No,Knife,No,High Risk
CR-08887,Theft,2022-06-23,10:41,Thursday,6,10,13.023567,80.267439,Mylapore,Low,18-25,Male,No,None,No,Low Risk
CR-08888,Vandalism,2021-11-12,16:30,Friday,11,16,12.982933,80.224925,Velachery,Low,18-25,Male,Yes,Blunt Object,No,Medium Risk
CR-08889,Theft,2022-08-19,09:17,Friday,8,9,13.0374,80.263399,Mylapore,Low,18-25,Male,No,None,No,Low Risk
CR-08890,Drug Offense,2021-07-18,10:58,Sunday,7,10,13.077627,80.19765,Anna Nagar,Medium,26-35,Male,No,None,Yes,Low Risk
CR-08891,Burglary,2022-05-19,08:38,Thursday,5,8,12.621899,80.182112,Mamallapuram,Medium,18-25,Male,Yes,Knife,No,Medium Risk
CR-08892,Burglary,2023-12-07,17:19,Thursday,12,17,13.068622,80.253001,Egmore,Medium,36-45,Male,No,Firearm,No,Medium Risk
CR-08893,Drug Offense,2021-06-27,12:12,Sunday,6,12,12.625189,80.187582,Mamallapuram,Medium,18-25,Female,No,None,No,Low Risk
CR-08894,Assault,2022-08-09,12:13,Tuesday,8,12,13.077397,80.266157,Egmore,High,26-35,Female,No,Blunt Object,Yes,Medium Risk
CR-08895,Assault,2021-01-18,14:10,Monday,1,14,13.017246,80.227608,Guindy,High,36-45,Male,No,Knife,No,Medium Risk
CR-08896,Theft,2024-09-11,02:35,Wednesday,9,2,13.011174,80.224227,Guindy,Low,18-25,Male,No,None,No,Low Risk
CR-08897,Theft,2022-10-09,13:55,Sunday,10,13,13.036593,80.151926,Porur,Low,26-35,Female,No,None,No,Low Risk
CR-08898,Robbery,2024-08-01,20:47,Thursday,8,20,13.071671,80.266836,Egmore,High,18-25,Female,No,None,Yes,Medium Risk
CR-08899,Burglary,2021-04-23,02:13,Friday,4,2,13.048118,80.264866,Mylapore,Medium,46+,Male,No,Firearm,No,Medium Risk
CR-08900,Theft,2022-06-17,19:49,Friday,6,19,12.955291,80.14085,Chromepet,Low,18-25,Male,Yes,None,Yes,Low Risk
CR-08901,Theft,2024-01-09,17:13,Tuesday,1,17,13.007097,80.252276,Adyar,Low,26-35,Male,No,None,No,Low Risk
CR-08902,Assault,2024-11-08,16:41,Friday,11,16,12.619721,80.181044,Mamallapuram,High,36-45,Male,Yes,Knife,Yes,High Risk
CR-08903,Robbery,2023-02-18,21:57,Saturday,2,21,12.948361,80.152481,Chromepet,High,18-25,Female,No,Knife,No,High Risk
CR-08904,Theft,2023-03-30,16:16,Thursday,3,16,13.041125,80.275729,Mylapore,Low,26-35,Male,No,Blunt Object,No,Low Risk
CR-08905,Kidnapping,2023-01-16,11:10,Monday,1,11,13.039617,80.147431,Porur,High,18-25,Female,No,Knife,Yes,Medium Risk
CR-08906,Theft,2023-04-23,20:00,Sunday,4,20,13.005347,80.278024,Adyar,Low,26-35,Male,Yes,None,No,Medium Risk
CR-08907,Assault,2023-09-06,07:46,Wednesday,9,7,13.088997,80.216834,Anna Nagar,High,18-25,Male,Yes,Knife,No,High Risk
CR-08908,Burglary,2024-03-23,12:15,Saturday,3,12,12.923065,80.107034,Tambaram,Medium,36-45,Male,No,Blunt Object,No,Medium Risk
CR-08909,Drug Offense,2022-05-26,18:09,Thursday,5,18,12.940369,80.151532,Chromepet,Medium,26-35,Male,No,Firearm,No,Medium Risk
CR-08910,Assault,2023-10-11,22:39,Wednesday,10,22,13.052422,80.23298,T. Nagar,High,36-45,Male,Yes,None,Yes,High Risk
CR-08911,Theft,2023-12-23,22:12,Saturday,12,22,13.009061,80.247906,Adyar,Low,46+,Male,No,None,No,Low Risk
CR-08912,Homicide,2022-03-19,19:55,Saturday,3,19,13.010483,80.215874,Guindy,High,18-25,Male,No,Knife,Yes,Medium Risk
CR-08913,Assault,2024-06-26,11:54,Wednesday,6,11,13.084955,80.216543,Anna Nagar,High,18-25,Male,No,Firearm,Yes,Medium Risk
CR-08914,Robbery,2021-05-19,17:03,Wednesday,5,17,12.956695,80.142533,Chromepet,High,26-35,Male,No,Blunt Object,No,Medium Risk
CR-08915,Vandalism,2024-12-23,17:56,Monday,12,17,13.051378,80.157201,Porur,Low,36-45,Male,Yes,None,No,Low Risk
CR-08916,Theft,2023-09-01,19:06,Friday,9,19,12.989556,80.250401,Adyar,Low,46+,Male,Yes,None,No,Low Risk
CR-08917,Kidnapping,2022-11-10,12:18,Thursday,11,12,12.927081,80.094626,Tambaram,High,26-35,Female,No,Firearm,No,Medium Risk
CR-08918,Kidnapping,2023-12-10,09:59,Sunday,12,9,13.078566,80.250925,Egmore,High,46+,Male,No,None,No,Medium Risk
CR-08919,Burglary,2024-12-16,23:28,Monday,12,23,13.021341,80.218998,Guindy,Medium,36-45,Male,No,Knife,No,Medium Risk
CR-08920,Theft,2023-09-09,18:11,Saturday,9,18,13.078484,80.224473,Anna Nagar,Low,26-35,Male,No,None,Yes,Low Risk
CR-08921,Theft,2022-06-15,00:39,Wednesday,6,0,12.996908,80.260178,Adyar,Low,18-25,Female,No,None,Yes,Low Risk
CR-08922,Theft,2022-10-05,20:57,Wednesday,10,20,12.996164,80.255039,Adyar,Low,18-25,Male,No,None,Yes,Low Risk
CR-08923,Burglary,2022-04-09,20:16,Saturday,4,20,13.07265,80.203952,Anna Nagar,Medium,26-35,Male,No,Firearm,Yes,Medium Risk
CR-08924,Assault,2021-05-09,16:51,Sunday,5,16,13.046665,80.228027,T. Nagar,High,26-35,Male,No,None,Yes,Medium Risk
CR-08925,Assault,2023-04-18,12:47,Tuesday,4,12,13.031753,80.261666,Mylapore,High,36-45,Male,Yes,Knife,Yes,High Risk
CR-08926,Theft,2022-07-15,01:24,Friday,7,1,12.927809,80.096712,Tambaram,Low,18-25,Male,No,None,No,Low Risk
CR-08927,Theft,2024-05-31,18:53,Friday,5,18,13.073633,80.268377,Egmore,Low,26-35,Female,Yes,Knife,No,Medium Risk
CR-08928,Drug Offense,2023-08-12,10:18,Saturday,8,10,12.943291,80.088783,Tambaram,Medium,36-45,Male,Yes,Firearm,Yes,High Risk
CR-08929,Burglary,2024-04-05,14:50,Friday,4,14,13.049479,80.216577,T. Nagar,Medium,26-35,Female,Yes,None,No,Medium Risk
CR-08930,Assault,2022-10-11,16:33,Tuesday,10,16,13.033007,80.237727,T. Nagar,High,26-35,Male,No,None,No,Medium Risk
CR-08931,Theft,2021-06-10,22:03,Thursday,6,22,13.092793,80.216847,Anna Nagar,Low,46+,Male,No,None,No,Low Risk
CR-08932,Burglary,2023-10-12,21:31,Thursday,10,21,13.09542,80.204444,Anna Nagar,Medium,26-35,Male,No,None,No,Low Risk
CR-08933,Burglary,2022-12-04,17:49,Sunday,12,17,12.89775,80.229858,Sholinganallur,Medium,18-25,Male,No,None,Yes,Low Risk
CR-08934,Assault,2021-06-11,01:43,Friday,6,1,12.931466,80.080702,Tambaram,High,26-35,Female,No,Knife,No,High Risk
CR-08935,Fraud,2024-08-02,14:26,Friday,8,14,12.627283,80.196893,Mamallapuram,Medium,36-45,Female,No,None,Yes,Low Risk
CR-08936,Assault,2023-01-04,22:02,Wednesday,1,22,13.036875,80.241685,T. Nagar,High,36-45,Male,Yes,Knife,No,High Risk
CR-08937,Theft,2024-04-20,18:04,Saturday,4,18,12.967083,80.152094,Chromepet,Low,18-25,Female,Yes,None,No,Low Risk
CR-08938,Assault,2023-10-27,18:37,Friday,10,18,13.007001,80.267823,Adyar,High,36-45,Male,Yes,Firearm,Yes,Medium Risk
CR-08939,Theft,2024-08-30,20:28,Friday,8,20,12.986674,80.239807,Adyar,Low,46+,Male,No,None,No,Low Risk
CR-08940,Robbery,2023-01-09,11:40,Monday,1,11,13.079635,80.207494,Anna Nagar,High,18-25,Male,Yes,Firearm,No,High Risk
CR-08941,Drug Offense,2024-04-04,17:53,Thursday,4,17,13.032347,80.265421,Mylapore,Medium,36-45,Male,No,Knife,Yes,Medium Risk
CR-08942,Theft,2022-10-31,01:34,Monday,10,1,13.006507,80.206496,Guindy,Low,46+,Female,Yes,None,No,Medium Risk
CR-08943,Fraud,2024-07-05,21:16,Friday,7,21,13.00898,80.224514,Guindy,Medium,26-35,Male,Yes,None,No,Medium Risk
CR-08944,Vandalism,2023-12-11,11:10,Monday,12,11,12.900471,80.238172,Sholinganallur,Low,18-25,Male,Yes,None,No,Low Risk
CR-08945,Assault,2022-12-04,07:36,Sunday,12,7,12.626594,80.201924,Mamallapuram,High,26-35,Male,No,Blunt Object,Yes,Medium Risk
CR-08946,Theft,2022-10-14,04:48,Friday,10,4,13.000848,80.273545,Adyar,Low,18-25,Male,No,None,Yes,Low Risk
CR-08947,Kidnapping,2023-06-24,09:25,Saturday,6,9,13.006095,80.215603,Guindy,High,18-25,Male,No,Knife,Yes,Medium Risk
CR-08948,Robbery,2022-06-14,08:19,Tuesday,6,8,13.036292,80.238539,T. Nagar,High,36-45,Male,No,Firearm,Yes,High Risk
CR-08949,Drug Offense,2023-03-13,17:56,Monday,3,17,12.971563,80.22668,Velachery,Medium,36-45,Male,No,None,Yes,Low Risk
CR-08950,Theft,2024-06-17,23:50,Monday,6,23,12.911264,80.094857,Tambaram,Low,18-25,Male,No,None,No,Low Risk
CR-08951,Drug Offense,2023-03-03,22:04,Friday,3,22,13.092755,80.209718,Anna Nagar,Medium,18-25,Male,No,None,No,Low Risk
CR-08952,Burglary,2021-08-23,02:20,Monday,8,2,12.638118,80.185143,Mamallapuram,Medium,26-35,Male,No,Blunt Object,No,Medium Risk
